A,B,C,D,E
VIA,TIZIANO VECELLIO,19,6380,8
VIA,TIZIANO VECELLIO,5,6380,8
VIA,TOLSTOI LEONE,49,5133,6
VIA,TONALE,26,1213,2
VIA,TONALE,4,1213,2
VIA,TORRIANI NAPO,30,2126,2
VIA,TORRICELLI EVANGELISTA,3,5240,5
VIA,TORRICELLI EVANGELISTA,5,5240,5
VIA,TORTONA,12,5124,6
VIA,TORTONA,26,5124,6
VIA,TRAIANO MARCO ULPIO,64,7157,8
VIA,TRECCANI DEGLI ALFIERI GIOVANNI,20,5462,5
VIA,TRIVULZIO ANTONIO TOLOMEO,14,6277,7
VIA,URBANO III,1,588,1
VIA,USSI STEFANO,1,1437,9
VIA,VAL BAVONA,5,6664,6
VIA,VAL DI BONDO,16,1648,9
VIA,VAL DI FIEMME,36,2478,2
VIA,VAL DI LEDRO,11,1532,9
VIA,VAL DI SOLE,22,4295,5
VIA,VALFURVA,2,1168,9
VIA,VAL GARDENA,25,2304,2
VIA,VALLAZZE,26,2250,3
VIA,VALLAZZE,62,2250,3
VIA,VALLAZZE,66,2250,3
VIA,VALLAZZE,74,2250,3
VIA,VALLAZZE,86,2250,3
VIA,VALLE ISORNO,2,6792,7
VIA,VALTELLINA,18,1188,9
VIA,VALTELLINA,40,1188,9
VIA,VAL TROMPIA,49,7494,8
VIA,VALVASSORI PERONI CARLO,61,2580,3
VIA,VALVASSORI PERONI CARLO,72,2580,3
VIA,VARESE,6,1031,1
VIA,VARESINA,205,7290,8
VIA,VARESINA,64,7290,8
VIA,VARESINA,92,7290,8
VIA,VARSAVIA,4,3368,4
VIA,VEGLIA,49,1337,9
VIA,VENEZIANO DOMENICO,9,4190,4
VIA,VENIERO SEBASTIANO,16,6423,8
VIA,VENINI GIULIO E CORRADO,35,2258,2
VIA,VENINI GIULIO E CORRADO,63,2258,2
VIA,VENINI GIULIO E CORRADO,64,2258,2
VIA,VERDI GIUSEPPE,13,118,1
VIA,VETERE,14,5185,1
VIA,VETERE,6,5185,1
VIA,VICO GIAN BATTISTA,14,6219,1
VIA,VIGEVANO,1,5116,6
VIA,VIGEVANO,1,5116,6
VIA,VIGEVANO,2,5116,6
VIA,VIGEVANO,35,5116,6
VIA,VIGEVANO,45,5116,6
VIA,VIGEVANO,9,5116,6
VIA,VIGNA,6,636,1
VIA,VIGNOLI TITO,30,5134,6
VIA,VILLORESI EUGENIO,33,5145,6
VIA,VIOTTI GIOVANNI BATTISTA,25,2581,3
VIA,VIPACCO,4,2444,2
VIA,VITRUVIO,39,2134,3
VIA,VITRUVIO,39,2134,3
VIA,VITRUVIO,47,2134,2
VIA,VITTADINI CARLO,6,4055,5
VIA,VIVIANI VINCENZO,2,1185,9
VIA,VOLTURNO,35,1135,9
VIA,VOLVINIO,34,5333,5
VIA,VOLVINIO,48,5333,5
VIA,WASHINGTON GIORGIO,60,6111,7
VIA,WASHINGTON GIORGIO,88,6111,6
VIA,WASHINGTON GIORGIO,9,6111,7
VIA,ZANELLA GIACOMO,27,3257,4
VIA,ZANOLI ALESSANDRO,30,1548,9
VIA,ZURETTI GIANFRANCO,49,1216,2
VIA,ZURETTI GIANFRANCO,57,1216,2
VIA,ZURIGO,24,6318,7
VIE,DELLA ROBBIA LUCA,8,6349,8
VLE,ABRUZZI,23,2177,3
VLE,ABRUZZI,62,2177,3
VLE,ABRUZZI,76,2177,3
VLE,ABRUZZI,92,2177,3
VLE,ARETUSA,21,6565,7
VLE,ARGONNE,3,3254,3
VLE,ARGONNE,53,3254,3
VLE,ARGONNE,54,3254,4
VLE,BACCHIGLIONE,2,4171,4
VLE,BEATRICE D'ESTE,49,4048,1
VLE,BEZZI ERGISTO,5,6272,7
VLE,BLIGNY,2,4045,5
VLE,BLIGNY,54,4045,5
VLE,BRIANZA,14,2263,2
VLE,CA' GRANDA,16B,1443,9
VLE,CA' GRANDA,2,1443,9
VLE,CAMPANIA,26,3100,4
VLE,CASSIODORO,12,6359,8
VLE,CATERINA DA FORLI',7,6611,6
VLE,CERTOSA,100,7174,8
VLE,CERTOSA,125,7174,8
VLE,CERTOSA,125,7174,8
VLE,CERTOSA,180,7174,8
VLE,COL DI LANA,1,5198,5
VLE,COL DI LANA,3,5198,5
VLE,COL DI LANA,8,5198,5
VLE,CONI ZUGNA,50,5110,6
VLE,CONI ZUGNA,54,5110,6
VLE,CONI ZUGNA,58,5110,6
VLE,CORSICA,16,3262,4
VLE,CRISPI FRANCESCO,2,1063,1
VLE,CRISPI FRANCESCO,5,1063,1
VLE,D'ANNUNZIO GABRIELE,25,5170,1
VLE,DELLE RIMEMBRANZE DI LAMBRATE,35,2664,3
VLE,DELLE RIMEMBRANZE DI LAMBRATE,9,2664,3
VLE,DI PORTA VERCELLINA,2,6213,1
VLE,DORIA ANDREA,14,2230,2
VLE,DORIA ANDREA,16,2230,3
VLE,DORIA ANDREA,16,2230,3
VLE,DORIA ANDREA,50,2230,3
VLE,DORIA ANDREA,56,2230,3
VLE,ELVEZIA,4,7085,1
VLE,FAENZA,2,5350,6
VLE,FAMAGOSTA,20,5353,6
VLE,FAMAGOSTA,31,5353,6
VLE,FAMAGOSTA,38,5353,6
VLE,GIOVANNI DA CERMENATE,28,5261,5
VLE,GIOVANNI DA CERMENATE,68,5261,5
VLE,GORIZIA,30,5156,6
VLE,GORIZIA,6,5156,6
VLE,GORIZIA,8,5156,6
VLE,GRAN SASSO,1,2243,3
VLE,GRAN SASSO,2,2243,3
VLE,JENNER EDOARDO,14,1230,9
VLE,JENNER EDOARDO,72,1230,9
VLE,LIGURIA,48,5264,6
VLE,LOMBARDIA,64,2400,3
VLE,LUCANIA,8,4173,4
VLE,LUNIGIANA,20,1214,2
VLE,LUNIGIANA,7,1214,2
VLE,MARCHE,40,1360,9
VLE,MISURATA,62,6123,6
VLE,MONTE CENERI,14,7176,8
VLE,MONTE GRAPPA,9,1101,1
VLE,MONTELLO,20,7126,1
VLE,MONTE NERO,23,3062,1
VLE,MONTE NERO,4,3062,4
VLE,MONTE NERO,51,3062,1
VLE,MONTE NERO,57,3062,1
VLE,MONTE NERO,57,3062,1
VLE,MONTE SANTO,10,1056,9
VLE,MONZA,106,2274,2
VLE,MONZA,16,2274,2
VLE,MONZA,170,2274,2
VLE,MONZA,208,2274,2
VLE,MONZA,319,2274,2
VLE,MONZA,325,2274,2
VLE,MONZA,4,2274,2
VLE,MONZA,4,2274,2
VLE,MONZA,6,2274,2
VLE,MONZA,78,2274,2
VLE,MONZA,8,2274,2
VLE,MONZA,61,2274,2
VLE,PAPINIANO,47,5097,1
VLE,PAPINIANO,57,5097,1
VLE,PAPINIANO,57,5097,1
VIA,PLINIO CAIO SECONDO,3,2144,3
VLE,PICENO,29,3114,4
VLE,PICENO,5,3114,4
VLE,PIRELLI PIERO E ALBERTO,14,1727,9
VLE,PREMUDA,10,3063,4
VLE,PREMUDA,42,3063,4
VLE,REGINA GIOVANNA,24,2157,3
VLE,REGINA GIOVANNA,25,2157,3
VLE,ROMAGNA,2,3102,3
VLE,ROMAGNA,59,3102,3
VLE,SABOTINO,16,4046,5
VLE,SABOTINO,20,4046,5
VLE,SABOTINO,24,4046,5
VLE,SABOTINO,2,4046,5
VLE,SABOTINO,2,4046,5
VLE,SABOTINO,9,4046,5
VLE,SAN GIMIGNANO,13,6613,6
VLE,SAN GIMIGNANO,37,6613,6
VLE,SAN MICHELE DEL CARSO,19,6212,1
VLE,SAN MICHELE DEL CARSO,1,6212,1
VLE,SAN MICHELE DEL CARSO,20,6212,7
VLE,SARCA,163,1427,9
VLE,SARCA,193,1427,9
VLE,SARCA,73,1427,9
VLE,SARCA,91,1427,9
VLE,STELVIO,20,1227,9
VLE,STELVIO,52,1227,9
VLE,SUZZANI GIOVANNI,140,1446,9
VLE,SUZZANI GIOVANNI,270,1446,9
VLE,SUZZANI GIOVANNI,283,1446,9
VLE,TEODORICO,7,7160,8
VLE,TESTI FULVIO,177,1441,9
VLE,TESTI FULVIO,220,1441,9
VLE,TESTI FULVIO,64,1441,9
VLE,TESTI FULVIO,78,1441,9
VLE,TIBALDI,14,5234,5
VLE,TORELLI LUIGI,5,1232,9
VLE,TUNISIA,25,2121,3
VLE,TUNISIA,41,2121,2
VLE,UMBRIA,109,3145,4
VLE,UMBRIA,29,3145,4
VLE,UMBRIA,83,3145,4
VLE,UNGHERIA,28,3357,4
VLE,VAN GOGH VINCENT,2,2698,3
VLE,ZARA,114,1170,2
VLE,ZARA,118,1170,2
VLE,ZARA,119,1170,9
VLE,ZARA,19,1170,9
VLE,ZARA,23,1170,9
VLE,ZARA,58,1170,2
VLE,ZARA,63,1170,9
VLE,ZARA,73,1170,9
CSO,COMO,10,1111,9
VIA,BONGHI RUGGERO,17,5247,5
PZA,SAN MARCO,1,1040,1
VIA,MASOTTO UMBERTO,16,3283,4
VIA,SCHIAPARELLI GIOVANNI,1,1211,2
PZA,CINQUE GIORNATE,5,3053,4
PZA,SANTA MARIA ALLA FONTANA,1,1326,9
VIA,PECCHIO GIUSEPPE,20,2240,3
CSO,LODI,36,4068,5
VIA,MONTE VELINO,24,3338,4
VIA,LARIO,13,1171,9
VIA,DELL' ASSUNTA,1,4274,5
VIA,BRIOSCHI FRANCESCO,17,5243,5
VLE,CONI ZUGNA,59,5110,1
PLE,SUSA,15,3101,3
VIA,ABBA GIUSEPPE CESARE,7,1295,9
VIA,RONZONI GAETANO,2,5177,1
VIA,TIRSO,4,4230,5
VIA,PADOVA,178,2275,2
VIA,CORSICO,1,5157,6
VIA,TEANO,36,1632,9
PLE,GIOVANNI DALLE BANDE NERE,9,6614,6
VIA,VINCENZO DA SEREGNO,4,1557,9
VIA,SPAGNOLETTO,13,6544,7
PLE,GIOVANNI DALLE BANDE NERE,9,6614,6
PZA,BELGIOIOSO,2,232,1
VIA,FIAMMA GALVANO,36,3079,4
VIA,VITTORINI ELIO,18,3379,4
CSO,GARIBALDI GIUSEPPE,16,1010,1
VIA,SOPERGA,52,2262,2
VIA,FELTRE,30,2652,3
PLE,GORINI PAOLO,10,3170,3
VIA,BROGGINI BONAVENTURA,3,6700,7
VIA,PIACENZA,1,4064,5
VIA,PAVIA,10,5262,5
VIA,BALDINUCCI FILIPPO,16,1267,9
VIA,GIOIA MELCHIORRE,71,1108,2
PZA,DERGANO,3,1500,9
PZA,BETTINI LIONELLO,5,6653,7
VIA,PIER LOMBARDO,23,4073,4
PZA,INSUBRIA,11,3221,4
VIA,S. GIOV. SUL MURO,18,609,1
VIA,SFORZA ASCANIO,47,5201,5
PZA,VETRA,21,515,1
PZA,PO',10,6234,7
VIA,FATEBENEFRATELLI,22,144,1
VIA,GOVONE GIUSEPPE,23,7222,8
VIA,PASCOLI GIOVANNI,3,3132,3
VIA,DEI GIARDINI,2,141,1
VIA,BRERA,23,122,1
VLE,MONTE NERO,15,3062,1
VLE,DORIA ANDREA,17,2230,3
VIA,PISACANE CARLO,57,2188,3
VLE,REGINA GIOVANNA,42,2157,3
VIA,D'OVIDIO FRANCESCO,8,2202,3
VLE,STURZO DON LUIGI,41,1704,9
VIA,DOGANA,2,341,1
VIA,CASATI FELICE,24,2122,2
VIA,CONCHETTA,2,5239,5
VLE,TORELLI LUIGI,2,1232,9
VIA,FERRARI GAUDENZIO,3,5167,1
VIA,AJACCIO,5,3246,3
VIA,CAPECELATRO ALFONSO,55,6575,7
VIA,FARINI CARLO,55,1114,9
VIA,RIPAMONTI GIUSEPPE,13,4066,5
VIA,COLONNA VITTORIA,52,6284,7
VIA,CASCINA BAROCCO,9,6695,7
VLE,CERTOSA,121,7174,8
VIA,MARCONA,1,3080,4
PZA,AMATI CARLO,1,6629,7
VIA,CENISIO,54,7184,8
VLE,CERTOSA,1,7174,8
CSO,DI PORTA VITTORIA,51,3016,1
CSO,GARIBALDI GIUSEPPE,104,1010,1
PZA,MIRABELLO CARLO,5,1038,1
VIA,ARBE,33,1352,2
VIA,CARNIA,7,2395,3
VIA,DELFICO MELCHIORRE,18,7250,8
VIA,GIAMBELLINO,32,5136,6
VIA,GONZAGA MAURIZIO,7,344,1
VIA,LORENTEGGIO,163,5132,6
VIA,MAROCHETTI CARLO,3,4185,4
VIA,PIERI MARIO,2,2513,2
VIA,PORDENONE,1,2650,3
VIA,POZZONE GIUSEPPE,5,725,1
VIA,SERIO,9,4130,5
VIA,TESSA DELIO,2,1020,1
VIA,VARESINA,96,7290,8
VLE,BRIANZA,6,2263,2
VLE,CORSICA,41,3262,4
VLE,LOMBARDIA,92,2400,3
VLE,PIAVE,1,2179,1
VLE,CERTOSA,1,7174,8
VIA,GRIGNA,12,7239,8
VIA,GRASSI GIOVANNI BATTISTA,4,7465,8
VIA,ORIANI BARNABA,83,7406,8
GLL,BUENOS AIRES,3,2146,3
VIA,PONTACCIO,23,143,1
VIA,FARINI CARLO,64,1114,9
VIA,PAPI LAZZARO,7,4071,4
VIA,BARABINO NICOLO',3,4287,4
VLE,ABRUZZI,86,2177,3
VIA,VOLVINIO,33,5333,5
VIA,PORPORA NICOLA ANTONIO,140,2229,3
PLE,CADORNA LUIGI,9,601,1
VIA,MARIGNANO,61,3351,4
VIA,SELLA QUINTINO,1,724,1
VIA,FORNI GEROLAMO,36,1677,9
GLL,DE CRISTOFORIS,1,100,1
VIA,SAN CALIMERO,7,4014,1
VIA,MEDA GIUSEPPE,18,5242,5
VIA,NICCOLINI GIOVANNI BATTISTA,25,7129,8
VIA,CANONICA LUIGI,45,7121,1
VIA,SISMONDI GIANCARLO,53,3256,4
VIA,BIXIO NINO,25,3133,3
VIA,ANTONINI GIACOMO,58,4250,5
PZA,IMPERATORE TITO,8,3216,4
VIA,VALLAZZE,99,2250,3
VIA,VARE' GIOVANNI BATTISTA,28,1245,9
PLE,LAGOSTA,2,1155,9
VIA,CARNEVALI ANTONIO,74,1268,9
VIA,SAN PROSPERO,1,721,1
CSO,SEMPIONE,88,7137,8
VIA,LITTA MODIGNANI ALESSANDRO,7,1539,9
VIA,ARICI CESARE,1,2464,2
VIA,PARUTA PAOLO,56,2363,2
VIA,VERRAZZANO GIOVANNI,1,2519,2
VIA,FESTA DEL PERDONO,14,327,1
VIA,ALTAGUARDIA,15,4058,5
VIA,DAVANZATI BERNARDO,2,1284,9
VLE,CONI ZUGNA,39,5110,1
VIA,AGNELLO,2,209,1
PZA,VELASCA,5,335,1
CSO,VENTIDUE MARZO,37,3074,4
LGO,BELLINTANI FRA' PAOLO,2,2124,3
VIA,MONTEBELLO,23,1037,1
PZA,SANTA MARIA BELTRADE,4,514,1
VIA,GOFFREDO DA BUSSERO,1,1618,9
VIA,BINDA AMBROGIO,25,5298,6
VIA,DELL' UNIONE,7,521,1
PLE,NEGRELLI LUIGI,4,5368,6
VIA,BROGGI GIUSEPPE,15,2150,3
VIA,VARCHI BENEDETTO,1,1252,9
VIA,PADOVA,3,2275,2
VIA,MONTEVIDEO,10,6091,6
PZA,BOLIVAR SIMONE,3,6129,6
VIA,VAL MAIRA,12,1098,9
PLE,NIGRA COSTANTINO,6,1236,9
PLE,MARTESANA,4,2707,2
PZA,BORROMEO,5,631,1
CSO,DI PORTA VITTORIA,18,3016,1
VIA,BRERA,23,122,1
VIA,PORPORA NICOLA ANTONIO,12,2229,3
VIA,DON RODRIGO,6,5416,5
VIA,BRUSUGLIO,72,1550,9
VLE,ARETUSA,20,6565,7
FOR,BUONAPARTE,52,711,1
VIA,RISMONDO FRANCESCO,2,6756,7
VIA,CABELLA BARTOLOMEO,51,6778,7
ALZ,NAVIGLIO PAVESE,24,5161,6
ALZ,NAVIGLIO PAVESE,2,5161,6
ALZ,NAVIGLIO PAVESE,2,5161,6
CSO,BUENOS AIRES,59,2129,3
CSO,CONCORDIA,12,3116,4
CSO,DI PORTA ROMANA,131,402,1
CSO,DI PORTA VITTORIA,14,3016,1
CSO,LODI,47,4068,4
CSO,SAN GOTTARDO,2,5203,5
CSO,SEMPIONE,41,7137,8
CSO,SEMPIONE,5,7137,1
CSO,VENEZIA,41,238,1
CSO,VENTIDUE MARZO,30,3074,4
GLL,BUENOS AIRES,13,2146,3
LGO,USUELLI CELESTINO,1,2192,3
PLE,BAIAMONTI ANTONIO,1,7235,8
PLE,CORVETTO LUIGI EMANUELE,1,4174,4
PZA,BAUSAN GIOVANNI,8,1262,9
PZA,FERRARI PAOLO,1,112,1
PZA,MONTI GIOSIA,4,6332,7
PZA,SANTA MARIA DEL SUFFRAGIO,8,3078,4
PZA,VENTICINQUE APRILE,5,1064,9
PZA,VENTIQUATTRO MAGGIO,1,5200,5
RIP,DI PTA TICINESE,71,5150,6
VIA,ALBRICCI ALBERICO,10,337,1
VIA,AMEDEO D'AOSTA,11,2095,3
VIA,AMORETTI CARLO,6,7340,8
VIA,AMPERE ANDREA MARIA,123,2428,3
VIA,ANACREONTE,7,2372,2
VIA,ARENA,35,5182,1
VIA,ARGELATI FILIPPO,40,5152,6
VIA,ASTESANI ALESSANDRO,15,1558,9
VIA,BELLINCIONE BERNARDINO,1,2649,3
VIA,STENDHAL ENRICO,30,5135,6
VIA,BIXIO NINO,32,3133,3
VIA,BOCCACCIO GIOVANNI,9,6158,1
VIA,BOTTEGO VITTORIO,25,2521,2
VIA,BOTTICELLI SANDRO,8,3203,3
VIA,BRIOSCHI FRANCESCO,27,5243,5
VIA,BROLETTO,31,720,1
VIA,CADIBONA,1,3339,4
VIA,CADORE,43,3077,4
VIA,CANDIANI GIUSEPPE,85,1242,9
VIA,CANONICA LUIGI,23,7121,1
VIA,CARDINALE MEZZOFANTI,20,3277,4
VIA,CARDUCCI GIOSUE',8,602,1
VIA,CARLI GIAN RINALDO,15,1563,9
VIA,CASCINA BIANCA,24,5454,6
VIA,CASORETTO,8,2420,3
VIA,CAVALCANTI GUIDO,16,2286,2
VIA,CAVALERI LUDOVICO,1,6845,6
VIA,CELESTINO IV,11,540,1
VIA,CESARIANO CESARE,14,7113,1
VIA,COLLETTA PIETRO,45,4078,4
VIA,COMASINA,137,1573,9
VIA,CONSERVATORIO,17,3031,1
VIA,CONSOLE MARCELLO,2,7278,8
VIA,COSTA ANDREA,11,2276,2
VIA,DEGLI IMBRIANI,27,1266,9
VIA,DEI TRANSITI,20,2284,2
VIA,DEL DON,5,596,1
VIA,DELLA CHIESA ROSSA,25,5321,5
VIA,DELLE ASOLE,2,578,1
VIA,DISCIPLINI,17,585,1
VIA,DRAGO MARIA,1,7464,8
VIA,FABRIZI NICOLA,3,7460,8
VIA,FARINI CARLO,33,1114,9
VIA,FELTRE,70,2652,3
VIA,FIAMMA GALVANO,10,3079,4
VIA,FILODRAMMATICI,1,113,1
VIA,F.LLI BRONZETTI,38,3089,4
VIA,FORMENTINI MARCO,7,133,1
VIA,GAIO,10,3127,3
VIA,GALENO CLAUDIO,4,2447,2
VIA,GALLURA,1,4256,5
VIA,GARIGLIANO,3,1134,9
VIA,GIOIA MELCHIORRE,175,1108,2
VIA,GIOVIO PAOLO,28,6194,7
VIA,GOZZI GASPARE,4,3104,3
VIA,GUIDO D'AREZZO,9,6189,7
VIA,LAMPUGNANO,109,6737,8
VIA,LESSONA MICHELE,9,7490,8
VIA,LIVRAGHI GIOVANNI,8,2443,2
VIA,LORENTEGGIO,183,5132,6
VIA,LUSSU EMILIO,4,2629,2
VIA,MAJ ANGELO,20,3194,4
VIA,MAMBRETTI ANTONIO,26,7455,8
VIA,MARGHERA,28,6280,7
VIA,MAROCHETTI CARLO,21,4185,4
VIA,MECENATE,2,3323,4
VIA,MELORIA,22,6424,8
VIA,MERCANTINI LUIGI,24,1247,9
VIA,MOLINO DELLE ARMI,23,591,1
VIA,MONTE SAN GABRIELE,6,2481,2
VIA,MONTEVIDEO,4,6091,6
VIA,MONTI VINCENZO,41,6155,1
VIA,MORGAGNI GIOVANNI BATTISTA,14,2158,3
VIA,MORGANTINI MARIO,18,6568,7
VIA,MOROSINI EMILIO,19,3073,4
VIA,NICCOLINI GIOVANNI BATTISTA,29,7129,8
VIA,NOE ENRICO,2,2211,3
VIA,NOVARO MICHELE,25,1559,9
VIA,NUMA POMPILIO,14,6230,1
VIA,OMBONI GIOVANNI,3,2151,3
VIA,OSCULATI GAETANO,2,1547,9
VIA,PACE,23,3150,1
VIA,PACINI GIOVANNI,66,2571,3
VIA,PADOVA,39,2275,2
VIA,PADOVA,40,2275,2
VIA,PANIZZI ANTONIO,13,6486,6
VIA,PAPA GREGORIO XIV,16,580,1
VIA,PETROCCHI POLICARPO,21,2320,2
VIA,PEZZOTTI GIOVANNI,11,5244,5
VIA,PICCINNI NICOLA,27,2236,3
VIA,PIERLUIGI GIOVANNI DA PALESTRINA,12,2235,3
VIA,PISANELLO,15,6600,7
VIA,POLIZIANO,12,7196,8
VIA,PONTE NUOVO,5,2494,2
VIA,PONTE VETERO,1,718,1
VIA,PONZIO GIUSEPPE,81,2585,3
VIA,PORTINARI PIGELLO,1,1408,2
VIA,PRENESTE,4,6572,7
VIA,CENISIO,50,7184,8
VIA,RAVIZZA CARLO,6,6285,7
VIA,RIPAMONTI GIUSEPPE,110,4066,5
VIA,RIPAMONTI GIUSEPPE,219,4066,5
VIA,RISMONDO FRANCESCO,80,6756,7
VIA,RISTORI ADELAIDE,1,3134,3
VIA,ROSALES GASPARE,1,1110,9
VIA,SAFFI AURELIO,7,6159,1
VIA,SAMMARTINI GIOVANNI BATTISTA,23,1202,2
VIA,SAN MAMETE,19,2413,2
VIA,SAN MARCO,23,1036,1
VIA,SANTA MONICA,3,1448,9
VIA,SANTA RADEGONDA,10,208,1
VIA,SANTA RITA DA CASCIA,72,5301,6
VIA,SARPI FRA' PAOLO,6,7210,8
VIA,SASSARI,10,2477,2
VIA,SEBASTIANO DEL PIOMBO,12,6397,8
VIA,SETTALA LODOVICO,20,2111,3
VIA,SFORZA ASCANIO,31,5201,5
VIA,SILVA GUGLIELMO,39,6400,8
VIA,SOLARI ANDREA,52,5111,6
VIA,SOLARI ANDREA,72,5111,6
VIA,SORESINA GIOVANNI BATTISTA,4,6207,7
VIA,STENDHAL ENRICO,49,5135,6
VIA,TELLINI ENRICO,2,7225,8
VIA,TEODOSIO,104,2550,3
VIA,TEODOSIO,22,2550,3
VIA,TEODOSIO,80,2550,3
VIA,TESIO FEDERICO,15,6471,7
VIA,TEULIE' PIETRO,1,4040,5
VIA,TITO LIVIO,26,4086,4
VIA,TOLENTINO,1,7183,8
VIA,TORINO,56,543,1
VIA,TOSELLI PIETRO,2,2360,2
VIA,VALLARSA,11,4142,5
VIA,VALLARSA,1,4142,5
VIA,VODICE,1,6552,7
VIA,WASHINGTON GIORGIO,107,6111,6
VIA,WASHINGTON GIORGIO,76,6111,7
VLE,ABRUZZI,16,2177,3
VLE,BLIGNY,24,4045,5
VLE,BLIGNY,26,4045,5
VLE,BRIANZA,19,2263,3
VLE,CALDARA EMILIO,6,4036,1
VLE,CERTOSA,181,7174,8
VLE,CERTOSA,99,7174,8
VLE,CONI ZUGNA,14,5110,7
VLE,CONI ZUGNA,43,5110,1
VLE,CORSICA,38,3262,4
VLE,ESPINASSE CARLO,137,7390,8
VLE,FAENZA,18,5350,6
VLE,FAENZA,25,5350,6
VLE,FAMAGOSTA,19,5353,6
VIA,VAL BOGNA,8,4120,4
VLE,MOLISE,49,3178,4
VLE,MOLISE,51,3178,4
VLE,MONTE CENERI,78,7176,8
VLE,MONTE GRAPPA,18,1101,9
VLE,MONZA,212,2274,2
VLE,MURILLO S.B.,1,6551,7
VLE,PASUBIO,3,1112,1
VLE,ROMAGNA,59,3102,3
VLE,SABOTINO,19,4046,5
VLE,SAURO NAZARIO,14,1175,2
VLE,TESTI FULVIO,90,1441,9
VLE,TIBALDI,48,5234,5
VLE,TIBALDI,70,5234,5
VLE,UMBRIA,64,3145,4
VLO,PANTALEONI DIOMEDE,4,1653,9
VIA,GIAMBELLINO,34,5136,6
VIA,RAVENNA,18,4281,4
VIA,SFORZA ASCANIO,29,5201,5
VIA,BREMBO,7,4219,5
VIA,CANONICA LUIGI,25,7121,1
VIA,CABELLA BARTOLOMEO,37,6778,7
VIA,ARSIA,7,7472,8
VLE,MONZA,117,2274,2
VIA,SEBENICO,14,1131,9
CSO,VENTIDUE MARZO,63,3074,4
VLE,PREMUDA,20,3063,4
VIA,GIAMBELLINO,155,5136,6
VIA,LODOVICO IL MORO,139,5290,6
VIA,F.LLI ANTONA TRAVERSI,23,7354,8
VIA,GROSSICH ANTONIO,17,2576,3
VIA,MESSINA,1,7211,8
VIA,FARA GUSTAVO,28,1183,2
PZA,DIAZ ARMANDO,6,339,1
VIA,CASATI GABRIO,1,625,1
VIA,STRADIVARI ANTONIO,1,2239,3
VIA,DALL'ONGARO FRANCESCO,31,3287,4
VIA,REGALDI GIUSEPPE,14,1578,9
CSO,SEMPIONE,1,7137,1
VIA,PONTI ETTORE,21,5297,6
VIA,CICERI VISCONTI LAURA,10,3220,4
VIA,POERIO CARLO,43,3181,3
VIA,CORREGGIO,50,6287,7
VIA,VARESINA,35,7290,8
VLE,ABRUZZI,33,2177,3
VIA,SOLARI ANDREA,43,5111,6
VIA,CENISIO,37,7184,8
CSO,SAN GOTTARDO,51,5203,5
VIA,BALDINUCCI FILIPPO,6,1267,9
VIA,GASSENDI PIETRO,2,7260,8
VIA,LECCHI ANTONIO,19,5263,6
VIA,MAC MAHON,119,7221,8
VIA,MONDOVI',4,2515,2
VIA,RIPAMONTI GIUSEPPE,5,4066,5
VIA,THAON DI REVEL GENOVA,28,1172,9
VLE,CERTOSA,15,7174,8
VLE,MONZA,315,2274,2
VIA,PALMI,2,6699,7
VIA,PINTURICCHIO,19,2195,3
VIA,PALAZZI LAZZARO,6,2171,3
VIA,SOTTOCORNO PASQUALE,1,3152,4
PZA,SIRE RAUL,1,2391,2
VIA,CALIFORNIA,9,6101,7
PZA,BONOMELLI GEREMIA,10,4150,5
VIA,MEDA GIUSEPPE,14,5242,5
VIA,CARDUCCI GIOSUE',12,602,1
LGO,QUINTO ALPINI,2,6346,1
VIA,CORREGGIO,12,6287,7
VIA,TURATI FILIPPO,7,1053,1
CSO,MATTEOTTI GIACOMO,3,218,1
VLE,CERTOSA,294,7174,8
VIA,RUBENS PIETRO,8,6597,7
VIA,ROVETTA GEROLAMO,38,2333,2
VLE,TESTI FULVIO,81,1441,9
VIA,CILEA FRANCESCO,2,7526,8
VIA,LAZZARETTO,16,2112,3
VIA,DEL BOLLO,8,568,1
VIA,CIRCO,1,557,1
VIA,GAMBOLOITA,7,4160,4
VLE,SABOTINO,10,4046,5
VIA,CARDINAL FEDERICO,7,577,1
VIA,COLONNA VITTORIA,10,6284,7
VIA,COLONNA MARCO ANTONIO,38,7158,8
PLE,LAGOSTA,9,1155,9
CSO,DI PORTA NUOVA,34,1044,1
VIA,CORDUSIO,2,627,1
VLE,MONZA,76,2274,2
VLE,GRAN SASSO,23,2243,3
VIA,CRESCENZAGO,32,2396,3
VIA,CREMA,19,4061,5
VIA,PRINCIPE EUGENIO,15,7223,8
VLE,MOLISE,54,3178,4
VIA,PARMIGIANINO,14,6599,7
VIA,LEONCAVALLO RUGGERO,31,2389,2
PZA,DE ANGELI ERNESTO,2,6276,7
PTA,BOSSI MAURILIO,4,116,1
VLE,REGINA MARGHERITA,1,3059,1
VIA,CANDIANI GIUSEPPE,104,1242,9
CSO,SAN GOTTARDO,9,5203,5
CSO,MAGENTA,48,604,1
VIA,NOVARA,141,6624,7
CSO,GARIBALDI GIUSEPPE,127,1010,1
CSO,INDIPENDENZA,12,3118,4
CSO,VENTIDUE MARZO,4,3074,4
CSO,VERCELLI,3,6193,7
VLE,BODIO LUIGI,16,1237,9
CSO,DI PORTA ROMANA,67,402,1
VLE,UMBRIA,98,3145,4
PLE,NIGRA COSTANTINO,2,1236,9
PZA,NAPOLI,31,5131,6
